podcast_name,writer,link,language,country,category,episodes,publish_date,ListenScore,top_rank
The East is a Podcast,Sina Rahmani (@urorientalist),https://www.listennotes.com/podcasts/the-east-is-a-podcast-sina-rahmani--NMdpuK3nTt/,English,United States,"['History', 'Society & Culture', 'News', 'Islam', 'Religion & Spirituality']",335,2018,48,1
Intercepted,The Intercept,https://www.listennotes.com/podcasts/intercepted-the-intercept-O1JR0Kspe49/,English,United States,"['Politics', 'News']",213,2017,71,0.05
The New Yorker: Politics and More,WNYC Studios and The New Yorker,https://www.listennotes.com/podcasts/the-new-yorker-politics-and-more-wnyc-_u4vWHELGMQ/,English,United States,['News'],644,2015,66,0.05
Process - The Journey to Productivity and Effectiveness,Justin DiRose,https://www.listennotes.com/podcasts/process-the-journey-to-productivity-and-Vwe0jRz1MvA/,English,United States,"['Technology', 'Business']",89,2019,27,10
Our Plague Year,Night Vale Presents,https://www.listennotes.com/podcasts/our-plague-year-night-vale-presents-TV4RU-jXHFf/,English,United States,"['News', 'Documentary', 'Society & Culture', 'News Commentary']",36,2020,53,0.5
Conversations with Loulou,Loulou Khazen,https://www.listennotes.com/podcasts/conversations-with-loulou-loulou-khazen-acATKwefPX7/,English,United States,"['Investing', 'Entrepreneurship', 'Management', 'Business']",30,2020,32,5
Defense in Depth,David Spark,https://www.listennotes.com/podcasts/defense-in-depth-david-spark-v5K69fJENQO/,English,United States,"['Technology', 'Tech News', 'Business']",145,2019,39,2
Indiana Insider,The Varsity Podcast Network,https://www.listennotes.com/podcasts/indiana-insider-the-varsity-podcast-network-izhNx0QUew4/,English,United States,"['College & High School', 'Sports']",95,2019,27,10
The Smart City Podcast,The Smart Cities Team at ARC Advisory Group,https://www.listennotes.com/podcasts/the-smart-city-podcast-the-smart-cities-cnehPUKl9FN/,English,United States,"['News', 'Management', 'Business', 'Business News']",66,2019,26,10
Six Minutes,Gen-Z Media | Wondery,https://www.listennotes.com/podcasts/six-minutes-gen-z-media-wondery-6Wsbtx32mkY/,English,United States,"['Kids & Family', 'Fiction', 'Stories for Kids']",221,2018,76,0.01
WHY? - Philosophical Discussions About Everyday Life,Jack Russell Weinstein / Prairie Public,https://www.listennotes.com/podcasts/why-philosophical-discussions-about-fHTJivChsgP/,English,United States,"['Philosophy', 'Government', 'Local']",24,2019,38,2.5
The Kids Are All...Home,Pineapple Street Studios,https://www.listennotes.com/podcasts/the-kids-are-allhome-pineapple-street-studios-YAEaH19B_gb/,English,United States,['Kids & Family'],8,2020,40,2
Home Cooking,Samin Nosrat & Hrishikesh Hirway,https://www.listennotes.com/podcasts/home-cooking-samin-nosrat-hrishikesh-hirway-ifYW47FXQjP/,English,United States,"['Food', 'Arts']",17,2020,70,0.05
Born Again Again,Katie + Joe Bauer,https://www.listennotes.com/podcasts/born-again-again-katie-joe-bauer-ylUu1vgxh2C/,English,United States,['Religion & Spirituality'],55,2019,47,1
Alice Cooper's Vintage Vault Podcast,Storic Podcasts,https://www.listennotes.com/podcasts/alice-coopers-vintage-vault-podcast-storic-sSiZehnLjdk/,English,United States,"['Music', 'Music Interviews']",13,2020,47,1
Philosophical Disquisitions,John Danaher,https://www.listennotes.com/podcasts/philosophical-disquisitions-john-danaher-N7Xhq4vwGxe/,English,United States,"['Education', 'Higher Education']",114,2011,35,5
The Suno India Show,Suno India,https://www.listennotes.com/podcasts/the-suno-india-show-suno-india-2Av91kSYefQ/,English,United States,"['Technology', 'Podcasting', 'News']",237,2019,40,2
Trade Matters,Clayton Yeutter Institute of International Trade and Finance,https://www.listennotes.com/podcasts/trade-matters-clayton-yeutter-institute-of-kxKluqZY0Tw/,English,United States,"['Business News', 'News']",27,2019,28,10
KPFA - Letters and Politics,Letters and Politics,https://www.listennotes.com/podcasts/kpfa-letters-and-politics-letters-and-yJv9A2SdRb0/,English,United States,['News'],1038,2016,46,1
KPFA - Against the Grain,Against the Grain,https://www.listennotes.com/podcasts/kpfa-against-the-grain-against-the-grain-LOg7qu6WNMh/,English,United States,['News'],783,2016,47,1
Got Science?,Union of Concerned Scientists,https://www.listennotes.com/podcasts/got-science-union-of-concerned-scientists-VDxjWnSkgbi/,English,United States,['Science'],145,2017,47,1
Speak English with ESLPod.com - Learn English Fast,ESLPod.com,https://www.listennotes.com/podcasts/speak-english-with-eslpodcom-learn-english-MWjkm1xTpv8/,English,United States,"['Education', 'Language Learning', 'English Learning']",3,2006,61,0.1
Jocko Unravelling,Jocko Willink and Darryl Cooper,https://www.listennotes.com/podcasts/jocko-unravelling-jocko-willink-and-darryl-5HzO3uxv7sA/,English,United States,"['News', 'History']",27,2020,60,0.5
Shrink Rap Radio,"David Van Nuys, Ph.D.",https://www.listennotes.com/podcasts/shrink-rap-radio-david-van-nuys-phd-sFBtmeTp-DN/,English,United States,"['Education', 'Higher Education']",370,2015,53,0.5
Smash Boom Best,American Public Media,https://www.listennotes.com/podcasts/smash-boom-best-american-public-media-G13UyE2WDqQ/,English,United States,"['Kids & Family', 'Education for Kids']",64,2018,74,0.05
The Daily Signal Podcast,Daily Signal News,https://www.listennotes.com/podcasts/the-daily-signal-podcast-daily-signal-news-zmDc05kLp8G/,English,United States,['News'],863,2018,57,0.5
Start Making Sense,The Nation Magazine,https://www.listennotes.com/podcasts/start-making-sense-the-nation-magazine-qnMXh6Kxcl2/,English,United States,['News'],322,2015,48,1
Net Assessment,War on the Rocks,https://www.listennotes.com/podcasts/net-assessment-war-on-the-rocks-bc3F6XEQ8Ad/,English,United States,"['History', 'Society & Culture', 'National', 'Government']",84,2018,47,1
A Public Affair,"Patty Peltekos, Carousel Bayrd, Ali Muldrow, Allen Ruff, & Esty Dinur",https://www.listennotes.com/podcasts/a-public-affair-patty-peltekos-carousel-EcDxNLynzqU/,English,United States,"['News', 'Music']",789,2017,24,10
New Books in Southeast Asian Studies,Marshall Poe,https://www.listennotes.com/podcasts/new-books-in-southeast-asian-studies-u_76JfYePyw/,English,United States,"['Society & Culture', 'History']",293,2008,30,5
David Harvey's Anti-Capitalist Chronicles,Democracy at Work - David Harvey,https://www.listennotes.com/podcasts/david-harveys-anti-capitalist-chronicles-voPadpw_VjO/,English,United States,['News'],72,2018,55,0.5
Marketplace Tech,Marketplace,https://www.listennotes.com/podcasts/marketplace-tech-marketplace-NA0oz5Xiaf3/,English,United States,"['News', 'Technology', 'Tech News']",1357,2016,59,0.5
The Dan Le Batard Show with Stugotz,"Dan Le Batard, Stugotz",https://www.listennotes.com/podcasts/the-dan-le-batard-show-with-stugotz-dan-le-q-rEG8Lwk9O/,English,United States,"['Sports', 'News']",200,2021,80,0.01
Politics Done Right,Egberto Willies,https://www.listennotes.com/podcasts/politics-done-right-egberto-willies-XRuEOW0qVyp/,English,United States,"['News', 'Society & Culture', 'Personal Journals', 'History']",530,2020,32,5
The Basketball Podcast,Chris Oliver | Sports Drink,https://www.listennotes.com/podcasts/the-basketball-podcast-chris-oliver-sports-exzT8wWaOPc/,English,United States,"['College & High School', 'Professional', 'Sports']",197,2018,52,0.5
Abolition Science Radio,Abolition Science,https://www.listennotes.com/podcasts/abolition-science-radio-abolition-science-GwcntlH5gDB/,English,United States,"['Society & Culture', 'Education', 'Science']",35,2018,36,3
"I, Podius",Maximum Fun,https://www.listennotes.com/podcasts/i-podius-maximum-fun-AIbtLX4O25w/,English,United States,"['After Shows', 'TV & Film', 'Comedy', 'TV Reviews']",14,2020,48,1
Bleav in Surf Center,Bleav Podcast Network,https://www.listennotes.com/podcasts/bleav-in-surf-center-bleav-podcast-network-XdS1aHFt38s/,English,United States,['Sports'],26,2020,37,2.5
Writ Large,Zachary Davis,https://www.listennotes.com/podcasts/writ-large-zachary-davis-PwREBZ0qNgW/,English,United States,"['History', 'Books', 'Arts', 'Society & Culture']",103,2020,38,2.5
"EconTalk Archives, 2006","EconTalk: Russ Roberts, Library of Economics and Liberty",https://www.listennotes.com/podcasts/econtalk-archives-2006-econtalk-russ-ndXlWo_U9Qs/,English,United States,"['Business', 'Science', 'Social Sciences', 'Education', 'Higher Education']",31,2006,37,2.5
Aviation Week's Check 6 Podcast,Aviation Week,https://www.listennotes.com/podcasts/aviation-weeks-check-6-podcast-aviation-week-SIorlLbhmt5/,English,United States,"['Business', 'Business News', 'News', 'Technology']",188,2019,46,1
The Sport Psych Show,Dan Abrahams,https://www.listennotes.com/podcasts/the-sport-psych-show-dan-abrahams-2idvrzx-s9Z/,English,United States,"['Amateur', 'Sports']",172,2018,47,1
Block Stars with David Schwartz,Ripple,https://www.listennotes.com/podcasts/block-stars-with-david-schwartz-ripple-NDQ3MefuJwZ/,English,United States,['Technology'],13,2020,46,1
Politics and Polls,Princeton University,https://www.listennotes.com/podcasts/politics-and-polls-princeton-university-a8HlELhMWnK/,English,United States,['News'],266,2014,44,1.5
Inside China,South China Morning Post,https://www.listennotes.com/podcasts/inside-china-south-china-morning-post-dlJ6HXWaAYh/,English,United States,['News'],89,2018,39,2
Sounds Strategic,International Institute for Strategic Studies,https://www.listennotes.com/podcasts/sounds-strategic-international-institute-KHiIDfGZ_h9/,English,United States,['News'],87,2019,36,3
Adam Carolla Show,PodcastOne / Carolla Digital,https://www.listennotes.com/podcasts/adam-carolla-show-podcastone-carolla-digital-iTKRAczDNPh/,English,United States,['Comedy'],1547,2019,83,0.01
Horns of a Dilemma,Texas National Security Network,https://www.listennotes.com/podcasts/horns-of-a-dilemma-texas-national-security-ohfy3-OCSvE/,English,United States,"['News', 'Government']",153,2018,43,1.5
Columbia Energy Exchange,Columbia University,https://www.listennotes.com/podcasts/columbia-energy-exchange-columbia-university-9nXWimRQBYT/,English,United States,['News'],164,2018,49,1
What Next | Daily News and Analysis,Slate Podcasts,https://www.listennotes.com/podcasts/what-next-daily-news-and-analysis-slate-aKZr2xQJB0h/,English,United States,['News'],795,2018,63,0.1
What Bitcoin Did,Peter McCormack,https://www.listennotes.com/podcasts/what-bitcoin-did-peter-mccormack-4n2D3d67Yxk/,English,United States,"['Crypto & Blockchain', 'Business', 'Investing', 'Education', 'Training', 'Technology', 'Podcasting']",446,2018,66,0.05
A Better Peace: The War Room Podcast,A Better Peace: The War Room Podcast,https://www.listennotes.com/podcasts/a-better-peace-the-war-room-podcast-a-3seDNnjFdGB/,English,United States,"['National', 'Government']",291,2017,40,2
The Health Scientist Podcast,The Health Scientist,https://www.listennotes.com/podcasts/the-health-scientist-podcast-the-health-d2NjGPU8KE7/,English,United States,"['Nutrition', 'Fitness', 'Health & Fitness']",52,2019,33,5
Before You Kill Yourself,Leo Flowers,https://www.listennotes.com/podcasts/before-you-kill-yourself-leo-flowers-BKVHDJ1E_re/,English,United States,"['Self-Help', 'Health & Fitness']",313,2018,41,1.5
Circle Round,WBUR,https://www.listennotes.com/podcasts/circle-round-wbur-N-qUjOX26J3/,English,United States,"['Kids & Family', 'Stories for Kids', 'Education for Kids', 'Storytelling']",236,2017,73,0.05
Bullseye with Jesse Thorn,NPR,https://www.listennotes.com/podcasts/bullseye-with-jesse-thorn-npr-y5k7jpw3zEu/,English,United States,['Society & Culture'],936,2008,64,0.1
We the People,National Constitution Center,https://www.listennotes.com/podcasts/we-the-people-national-constitution-center-Nj4EGOrVP3S/,English,United States,['News'],387,2014,57,0.5
Cyber Security Weekly Podcast,MySecurity Media,https://www.listennotes.com/podcasts/cyber-security-weekly-podcast-mysecurity-OR36CGt1zSn/,English,United States,"['Business', 'Management', 'Government', 'Regional', 'Technology', 'Tech News', 'Business News']",397,2017,37,2.5
Science Magazine Podcast,Science Magazine,https://www.listennotes.com/podcasts/science-magazine-podcast-science-magazine-q2nA_NHxFaw/,English,United States,['Science'],106,2019,56,0.5
Bannon's War Room,WarRoom.org,https://www.listennotes.com/podcasts/bannons-war-room-warroomorg-JVtBzDmHe8I/,English,United States,"['Politics', 'News Commentary', 'Daily News', 'News']",1050,2020,74,0.05
India Speak: The CPR Podcast,Centre for Policy Research (CPR),https://www.listennotes.com/podcasts/india-speak-the-cpr-podcast-centre-for-PzGSTJvCR4t/,English,United States,['News'],63,2016,24,10
WeAreNetflix,Netflix,https://www.listennotes.com/podcasts/wearenetflix-netflix-COQYHSIvx3f/,English,United States,"['TV & Film', 'Business', 'Technology']",41,2018,47,1
The Sound and the Story,Podcast Advocate Network,https://www.listennotes.com/podcasts/the-sound-and-the-story-podcast-advocate-XTNMUPBFAJ2/,English,United States,['Music'],27,2016,41,2
Teaching With Power,Benjamin Wilcox,https://www.listennotes.com/podcasts/teaching-with-power-benjamin-wilcox-AzZIR1E5J3v/,English,United States,"['Religion', 'Religion & Spirituality']",95,2020,41,1.5
Cool Mules,CANADALAND,https://www.listennotes.com/podcasts/cool-mules-canadaland-_G8NlSw-ceR/,English,United States,['True Crime'],8,2019,55,0.5
La Ultima Luna,Felipe Avello Official,https://www.listennotes.com/podcasts/la-ultima-luna-felipe-avello-official-ET3ZkWtVeaO/,Spanish,United States,['Comedy'],301,2020,25,10
Self | with Lisa Clarke,Lisa Clarke,https://www.listennotes.com/podcasts/self-with-lisa-clarke-lisa-clarke-JdPeat-r9LF/,English,United States,"['Spirituality', 'Religion & Spirituality']",401,2019,39,2
We Will Get Through This,Michael Bungay Stanier,https://www.listennotes.com/podcasts/we-will-get-through-this-michael-bungay-ah6gvo1yQLS/,English,United States,"['Business', 'Education', 'Management', 'Self-Improvement']",42,2020,43,1.5
Social Science Bites,SAGE Publishing,https://www.listennotes.com/podcasts/social-science-bites-sage-publishing-QK-quWoZ9bi/,English,United States,"['Education', 'Higher Education', 'Society & Culture', 'Philosophy']",111,2012,46,1
Story Pirates,Gimlet,https://www.listennotes.com/podcasts/story-pirates-gimlet-hg7FlWqUt-L/,English,United States,"['Kids & Family', 'Stories for Kids', 'Education for Kids', 'Parenting', 'Education', 'Comedy']",216,2013,77,0.01
Lisnic,Nick Bell & Lisa Teh,https://www.listennotes.com/podcasts/lisnic-nick-bell-lisa-teh-zBqwxKT5p2o/,English,United States,"['Investing', 'Entrepreneurship', 'Management', 'Business', 'Marketing']",106,2019,31,5
Read Me a Poem,The American Scholar,https://www.listennotes.com/podcasts/read-me-a-poem-the-american-scholar-xtn1rh5SHlu/,English,United States,"['Society & Culture', 'Books', 'Arts']",167,2018,39,2
Slate Money,Slate Podcasts,https://www.listennotes.com/podcasts/slate-money-slate-podcasts-GrqKZf1kemO/,English,United States,"['Investing', 'Business', 'Business News']",468,2014,59,0.5
The Social Work Podcast,"Jonathan B. Singer, Ph.D., LCSW",https://www.listennotes.com/podcasts/the-social-work-podcast-jonathan-b-singer-2eYjlSQrI0c/,English,United States,"['Science', 'Social Sciences']",138,2007,54,0.5
Kerning Cultures,Kerning Cultures Network,https://www.listennotes.com/podcasts/kerning-cultures-kerning-cultures-network-O8svNcjWJeA/,English,United States,"['Society & Culture', 'Philosophy']",117,2015,54,0.5
DUST,Gunpowder & Sky,https://www.listennotes.com/podcasts/dust-gunpowder-sky-tlZfSj7qFLu/,English,United States,"['Science Fiction', 'Drama', 'Fiction', 'Performing Arts', 'Arts']",43,2019,64,0.1
WorkLife with Adam Grant,TED,https://www.listennotes.com/podcasts/worklife-with-adam-grant-ted-KgaXjFPEoVc/,English,United States,"['Business', 'Education', 'Management']",59,2018,76,0.01
This is Your Life in Silicon Valley,The Bold Italic,https://www.listennotes.com/podcasts/this-is-your-life-in-silicon-valley-the-IlsLvku8KYg/,English,United States,"['Arts', 'Society & Culture', 'Technology']",60,2018,49,1
Untold,Jordan Simone,https://www.listennotes.com/podcasts/untold-jordan-simone-O0TctCWX71r/,English,United States,"['College & High School', 'Professional', 'Sports']",9,2019,41,1.5
Derek Sivers,Derek Sivers,https://www.listennotes.com/podcasts/derek-sivers-derek-sivers-eVySgI8FL4v/,English,United States,"['Self-Improvement', 'Arts', 'Society & Culture', 'Books', 'Education', 'Philosophy']",99,2019,49,1
